sourceId,sourcePath,sourceVersion,historical,sourceSection,sourceBlock,markdownPath,sourceSha256
GM,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/01_Gap_Map_and_Decision_Register_v1_4.docx,Draft v1.4,False,4. Open decision package for implementation,247,docs/assurance/gap-map/4-open-decision-package-for-implementation.md,26dbaac8c13797b58ca5d057f76df8b3da63ec3f4b336036f18f5c6902512207
GM,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/01_Gap_Map_and_Decision_Register_v1_4.docx,Draft v1.4,False,5. Completion and ongoing closure,254,docs/assurance/gap-map/5-completion-and-ongoing-closure.md,26dbaac8c13797b58ca5d057f76df8b3da63ec3f4b336036f18f5c6902512207
GM,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/01_Gap_Map_and_Decision_Register_v1_4.docx,Draft v1.4,False,References — Parent basis and external context,262,docs/assurance/gap-map/06-references-parent-basis-and-external-context.md,26dbaac8c13797b58ca5d057f76df8b3da63ec3f4b336036f18f5c6902512207
GM,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/01_Gap_Map_and_Decision_Register_v1_4.docx,Draft v1.4,False,v1.4 — Connected infrastructure design and acceptance,270,docs/assurance/gap-map/07-v1-4-connected-infrastructure-design-and-acceptance.md,26dbaac8c13797b58ca5d057f76df8b3da63ec3f4b336036f18f5c6902512207
NET,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/02_Fabric_Security_and_Interfaces_v1_4.docx,Draft v1.4,False,"1. Transport, routing and overlay ownership",23,docs/engineering/fabric/1-transport-routing-and-overlay-ownership.md,9c557d7d94dbdf24630994d2676aca3ddfa80e67c2910fb1a29ea4561c591dcf
NET,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/02_Fabric_Security_and_Interfaces_v1_4.docx,Draft v1.4,False,2. Isolated attachment units and bounded capacity,32,docs/engineering/fabric/2-isolated-attachment-units-and-bounded-capacity.md,9c557d7d94dbdf24630994d2676aca3ddfa80e67c2910fb1a29ea4561c591dcf
NET,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/02_Fabric_Security_and_Interfaces_v1_4.docx,Draft v1.4,False,3. Worked inter-zone routing and enforcement schedule,43,docs/engineering/fabric/3-worked-inter-zone-routing-and-enforcement-schedule.md,9c557d7d94dbdf24630994d2676aca3ddfa80e67c2910fb1a29ea4561c591dcf
NET,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/02_Fabric_Security_and_Interfaces_v1_4.docx,Draft v1.4,False,"4. Address, naming and protocol-family decisions",55,docs/engineering/fabric/4-address-naming-and-protocol-family-decisions.md,9c557d7d94dbdf24630994d2676aca3ddfa80e67c2910fb1a29ea4561c591dcf
NET,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/02_Fabric_Security_and_Interfaces_v1_4.docx,Draft v1.4,False,"5. MTU, performance and failure engineering",63,docs/engineering/fabric/5-mtu-performance-and-failure-engineering.md,9c557d7d94dbdf24630994d2676aca3ddfa80e67c2910fb1a29ea4561c591dcf
NET,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/02_Fabric_Security_and_Interfaces_v1_4.docx,Draft v1.4,False,6. Management paths and interface handover,74,docs/engineering/fabric/6-management-paths-and-interface-handover.md,9c557d7d94dbdf24630994d2676aca3ddfa80e67c2910fb1a29ea4561c591dcf
NET,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/02_Fabric_Security_and_Interfaces_v1_4.docx,Draft v1.4,False,References — Parent basis and external context,83,docs/engineering/fabric/07-references-parent-basis-and-external-context.md,9c557d7d94dbdf24630994d2676aca3ddfa80e67c2910fb1a29ea4561c591dcf
NET,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/02_Fabric_Security_and_Interfaces_v1_4.docx,Draft v1.4,False,v1.4 — Connected infrastructure design and acceptance,91,docs/engineering/fabric/08-v1-4-connected-infrastructure-design-and-acceptance.md,9c557d7d94dbdf24630994d2676aca3ddfa80e67c2910fb1a29ea4561c591dcf
VND,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/03_Vendor_Stack_Realizations_v1_4.docx,Draft v1.4,False,"1. One reference environment, three native realizations",24,docs/engineering/platform-realizations/1-one-reference-environment-three-native-realizations.md,73be32b98783bd7857be8a00928c6894bf16f6bc98c8eb016058d3cf75b9d86b
VND,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/03_Vendor_Stack_Realizations_v1_4.docx,Draft v1.4,False,2. Physical placement and the sharing decision,35,docs/engineering/platform-realizations/2-physical-placement-and-the-sharing-decision.md,73be32b98783bd7857be8a00928c6894bf16f6bc98c8eb016058d3cf75b9d86b
VND,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/03_Vendor_Stack_Realizations_v1_4.docx,Draft v1.4,False,"3. Nutanix: component, path and lifecycle realization",43,docs/engineering/platform-realizations/3-nutanix-component-path-and-lifecycle-realization.md,73be32b98783bd7857be8a00928c6894bf16f6bc98c8eb016058d3cf75b9d86b
VND,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/03_Vendor_Stack_Realizations_v1_4.docx,Draft v1.4,False,4. VMware/NSX: isolated upstream routing and enforcement,56,docs/engineering/platform-realizations/4-vmware-nsx-isolated-upstream-routing-and-enforcement.md,73be32b98783bd7857be8a00928c6894bf16f6bc98c8eb016058d3cf75b9d86b
VND,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/03_Vendor_Stack_Realizations_v1_4.docx,Draft v1.4,False,"5. OpenStack: selected services, backend and mandatory policy",69,docs/engineering/platform-realizations/5-openstack-selected-services-backend-and-mandatory-policy.md,73be32b98783bd7857be8a00928c6894bf16f6bc98c8eb016058d3cf75b9d86b
VND,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/03_Vendor_Stack_Realizations_v1_4.docx,Draft v1.4,False,"6. Portable, composite and migrated service choices",83,docs/engineering/platform-realizations/6-portable-composite-and-migrated-service-choices.md,73be32b98783bd7857be8a00928c6894bf16f6bc98c8eb016058d3cf75b9d86b
VND,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/03_Vendor_Stack_Realizations_v1_4.docx,Draft v1.4,False,7. Implementation tuple and decision package,91,docs/engineering/platform-realizations/7-implementation-tuple-and-decision-package.md,73be32b98783bd7857be8a00928c6894bf16f6bc98c8eb016058d3cf75b9d86b
VND,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/03_Vendor_Stack_Realizations_v1_4.docx,Draft v1.4,False,References — Parent basis and external context,98,docs/engineering/platform-realizations/08-references-parent-basis-and-external-context.md,73be32b98783bd7857be8a00928c6894bf16f6bc98c8eb016058d3cf75b9d86b
VND,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/03_Vendor_Stack_Realizations_v1_4.docx,Draft v1.4,False,v1.4 — Connected infrastructure design and acceptance,131,docs/engineering/platform-realizations/09-v1-4-connected-infrastructure-design-and-acceptance.md,73be32b98783bd7857be8a00928c6894bf16f6bc98c8eb016058d3cf75b9d86b
PROV,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/04_Provisioning_and_Commissioning_v1_4.docx,Draft v1.4,False,"1. Provisioning scopes, ownership and accepted handoffs",23,docs/implementation/provisioning-strategy/1-provisioning-scopes-ownership-and-accepted-handoffs.md,483df77cff70166fbdfdf711135efa3beeecc8fe1015a58290cbebff5b80bdfd
PROV,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/04_Provisioning_and_Commissioning_v1_4.docx,Draft v1.4,False,2. Day-0 and steady-state commissioning without circular dependencies,34,docs/implementation/provisioning-strategy/2-day-0-and-steady-state-commissioning-without-circular-dependencies.md,483df77cff70166fbdfdf711135efa3beeecc8fe1015a58290cbebff5b80bdfd
PROV,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/04_Provisioning_and_Commissioning_v1_4.docx,Draft v1.4,False,"3. Terraform, native tools and operation-level support",43,docs/implementation/provisioning-strategy/3-terraform-native-tools-and-operation-level-support.md,483df77cff70166fbdfdf711135efa3beeecc8fe1015a58290cbebff5b80bdfd
PROV,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/04_Provisioning_and_Commissioning_v1_4.docx,Draft v1.4,False,4. End-to-end fixture provisioning and safe activation,54,docs/implementation/provisioning-strategy/4-end-to-end-fixture-provisioning-and-safe-activation.md,483df77cff70166fbdfdf711135efa3beeecc8fe1015a58290cbebff5b80bdfd
PROV,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/04_Provisioning_and_Commissioning_v1_4.docx,Draft v1.4,False,"5. Concurrency, ownership and failed execution",65,docs/implementation/provisioning-strategy/5-concurrency-ownership-and-failed-execution.md,483df77cff70166fbdfdf711135efa3beeecc8fe1015a58290cbebff5b80bdfd
PROV,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/04_Provisioning_and_Commissioning_v1_4.docx,Draft v1.4,False,"6. Brownfield adoption, growth and retirement",73,docs/implementation/provisioning-strategy/6-brownfield-adoption-growth-and-retirement.md,483df77cff70166fbdfdf711135efa3beeecc8fe1015a58290cbebff5b80bdfd
PROV,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/04_Provisioning_and_Commissioning_v1_4.docx,Draft v1.4,False,References — Parent basis and external context,81,docs/implementation/provisioning-strategy/07-references-parent-basis-and-external-context.md,483df77cff70166fbdfdf711135efa3beeecc8fe1015a58290cbebff5b80bdfd
PROV,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/04_Provisioning_and_Commissioning_v1_4.docx,Draft v1.4,False,v1.4 — Connected infrastructure design and acceptance,99,docs/implementation/provisioning-strategy/08-v1-4-connected-infrastructure-design-and-acceptance.md,483df77cff70166fbdfdf711135efa3beeecc8fe1015a58290cbebff5b80bdfd
SVC,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/05_Shared_Services_Data_and_Recovery_v1_4.docx,Draft v1.4,False,1. Shared service placement and consumption boundaries,23,docs/architecture/shared-services/1-shared-service-placement-and-consumption-boundaries.md,2257e6f3badac48b07989244fbfae96643d68cc6633b28e9799a14733bccea3a
SVC,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/05_Shared_Services_Data_and_Recovery_v1_4.docx,Draft v1.4,False,"2. Name, time, initialization and telemetry profiles",34,docs/architecture/shared-services/2-name-time-initialization-and-telemetry-profiles.md,2257e6f3badac48b07989244fbfae96643d68cc6633b28e9799a14733bccea3a
SVC,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/05_Shared_Services_Data_and_Recovery_v1_4.docx,Draft v1.4,False,"3. Identity, certificates, keys and independent recovery",45,docs/architecture/shared-services/3-identity-certificates-keys-and-independent-recovery.md,2257e6f3badac48b07989244fbfae96643d68cc6633b28e9799a14733bccea3a
SVC,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/05_Shared_Services_Data_and_Recovery_v1_4.docx,Draft v1.4,False,"4. Storage, copies and retained-data ownership",56,docs/architecture/shared-services/4-storage-copies-and-retained-data-ownership.md,2257e6f3badac48b07989244fbfae96643d68cc6633b28e9799a14733bccea3a
SVC,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/05_Shared_Services_Data_and_Recovery_v1_4.docx,Draft v1.4,False,"5. Backup capture, independent protection and isolated restore",67,docs/architecture/shared-services/5-backup-capture-independent-protection-and-isolated-restore.md,2257e6f3badac48b07989244fbfae96643d68cc6633b28e9799a14733bccea3a
SVC,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/05_Shared_Services_Data_and_Recovery_v1_4.docx,Draft v1.4,False,"6. Failure, recovery, migration and failback topology",78,docs/architecture/shared-services/6-failure-recovery-migration-and-failback-topology.md,2257e6f3badac48b07989244fbfae96643d68cc6633b28e9799a14733bccea3a
SVC,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/05_Shared_Services_Data_and_Recovery_v1_4.docx,Draft v1.4,False,References — Parent basis and external context,88,docs/architecture/shared-services/07-references-parent-basis-and-external-context.md,2257e6f3badac48b07989244fbfae96643d68cc6633b28e9799a14733bccea3a
SVC,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/05_Shared_Services_Data_and_Recovery_v1_4.docx,Draft v1.4,False,v1.4 — Connected infrastructure design and acceptance,116,docs/architecture/shared-services/08-v1-4-connected-infrastructure-design-and-acceptance.md,2257e6f3badac48b07989244fbfae96643d68cc6633b28e9799a14733bccea3a
QUAL,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/06_Site_Design_Qualification_and_Operations_v1_4.docx,Draft v1.4,False,1. From proposed architecture to accepted service,25,docs/assurance/site-qualification/1-from-proposed-architecture-to-accepted-service.md,783edbba45483d0d3c3b966765589762698836320237906a0f9a60080574af37
QUAL,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/06_Site_Design_Qualification_and_Operations_v1_4.docx,Draft v1.4,False,2. Site low-level design and dependency schedule,33,docs/assurance/site-qualification/2-site-low-level-design-and-dependency-schedule.md,783edbba45483d0d3c3b966765589762698836320237906a0f9a60080574af37
QUAL,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/06_Site_Design_Qualification_and_Operations_v1_4.docx,Draft v1.4,False,"3. Capacity, service envelopes and growth triggers",43,docs/assurance/site-qualification/3-capacity-service-envelopes-and-growth-triggers.md,783edbba45483d0d3c3b966765589762698836320237906a0f9a60080574af37
QUAL,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/06_Site_Design_Qualification_and_Operations_v1_4.docx,Draft v1.4,False,4. Service parameter and requirement decisions,55,docs/assurance/site-qualification/4-service-parameter-and-requirement-decisions.md,783edbba45483d0d3c3b966765589762698836320237906a0f9a60080574af37
QUAL,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/06_Site_Design_Qualification_and_Operations_v1_4.docx,Draft v1.4,False,"5. Qualification stages, applicability and evidence",63,docs/assurance/site-qualification/5-qualification-stages-applicability-and-evidence.md,783edbba45483d0d3c3b966765589762698836320237906a0f9a60080574af37
QUAL,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/06_Site_Design_Qualification_and_Operations_v1_4.docx,Draft v1.4,False,"6. Control inheritance, assurance and organizational interfaces",75,docs/assurance/site-qualification/6-control-inheritance-assurance-and-organizational-interfaces.md,783edbba45483d0d3c3b966765589762698836320237906a0f9a60080574af37
QUAL,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/06_Site_Design_Qualification_and_Operations_v1_4.docx,Draft v1.4,False,"7. Operating accountability, handover and change",83,docs/assurance/site-qualification/7-operating-accountability-handover-and-change.md,783edbba45483d0d3c3b966765589762698836320237906a0f9a60080574af37
QUAL,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/06_Site_Design_Qualification_and_Operations_v1_4.docx,Draft v1.4,False,8. Extensions and release maintenance,92,docs/assurance/site-qualification/8-extensions-and-release-maintenance.md,783edbba45483d0d3c3b966765589762698836320237906a0f9a60080574af37
QUAL,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/06_Site_Design_Qualification_and_Operations_v1_4.docx,Draft v1.4,False,References — Parent basis and external context,100,docs/assurance/site-qualification/09-references-parent-basis-and-external-context.md,783edbba45483d0d3c3b966765589762698836320237906a0f9a60080574af37
QUAL,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/06_Site_Design_Qualification_and_Operations_v1_4.docx,Draft v1.4,False,v1.4 — Connected infrastructure design and acceptance,113,docs/assurance/site-qualification/10-v1-4-connected-infrastructure-design-and-acceptance.md,783edbba45483d0d3c3b966765589762698836320237906a0f9a60080574af37
WD,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/07_Worked_Infrastructure_Design_and_Acceptance_v1_4.docx,Draft v1.4,False,"1. Purpose, status and reading order",27,docs/solutions/internal-protected-workload/1-purpose-status-and-reading-order.md,e4a2e42888349b5967f7b3174c78e53171728b13e99e4c78bc3cfb53310f68db
WD,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/07_Worked_Infrastructure_Design_and_Acceptance_v1_4.docx,Draft v1.4,False,2. Reference decisions and infrastructure boundaries,36,docs/solutions/internal-protected-workload/2-reference-decisions-and-infrastructure-boundaries.md,e4a2e42888349b5967f7b3174c78e53171728b13e99e4c78bc3cfb53310f68db
WD,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/07_Worked_Infrastructure_Design_and_Acceptance_v1_4.docx,Draft v1.4,False,3. Component and dependency schedule,45,docs/solutions/internal-protected-workload/3-component-and-dependency-schedule.md,e4a2e42888349b5967f7b3174c78e53171728b13e99e4c78bc3cfb53310f68db
WD,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/07_Worked_Infrastructure_Design_and_Acceptance_v1_4.docx,Draft v1.4,False,"4. Tenant, attachment and address schedule",53,docs/solutions/internal-protected-workload/4-tenant-attachment-and-address-schedule.md,e4a2e42888349b5967f7b3174c78e53171728b13e99e4c78bc3cfb53310f68db
WD,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/07_Worked_Infrastructure_Design_and_Acceptance_v1_4.docx,Draft v1.4,False,5. Dedicated handoff inventory and route ownership,61,docs/solutions/internal-protected-workload/5-dedicated-handoff-inventory-and-route-ownership.md,e4a2e42888349b5967f7b3174c78e53171728b13e99e4c78bc3cfb53310f68db
WD,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/07_Worked_Infrastructure_Design_and_Acceptance_v1_4.docx,Draft v1.4,False,6. Worked forwarding and return-route schedule,70,docs/solutions/internal-protected-workload/6-worked-forwarding-and-return-route-schedule.md,e4a2e42888349b5967f7b3174c78e53171728b13e99e4c78bc3cfb53310f68db
WD,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/07_Worked_Infrastructure_Design_and_Acceptance_v1_4.docx,Draft v1.4,False,7. Service permissions and non-IP storage paths,79,docs/solutions/internal-protected-workload/7-service-permissions-and-non-ip-storage-paths.md,e4a2e42888349b5967f7b3174c78e53171728b13e99e4c78bc3cfb53310f68db
WD,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/07_Worked_Infrastructure_Design_and_Acceptance_v1_4.docx,Draft v1.4,False,8. Mapping the schedules into each vendor stack,88,docs/solutions/internal-protected-workload/8-mapping-the-schedules-into-each-vendor-stack.md,e4a2e42888349b5967f7b3174c78e53171728b13e99e4c78bc3cfb53310f68db
WD,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/07_Worked_Infrastructure_Design_and_Acceptance_v1_4.docx,Draft v1.4,False,9. Build sequence with explicit acceptance dependencies,98,docs/solutions/internal-protected-workload/9-build-sequence-with-explicit-acceptance-dependencies.md,e4a2e42888349b5967f7b3174c78e53171728b13e99e4c78bc3cfb53310f68db
WD,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/07_Worked_Infrastructure_Design_and_Acceptance_v1_4.docx,Draft v1.4,False,"10. Resource ownership, protection and change receipts",107,docs/solutions/internal-protected-workload/10-resource-ownership-protection-and-change-receipts.md,e4a2e42888349b5967f7b3174c78e53171728b13e99e4c78bc3cfb53310f68db
WD,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/07_Worked_Infrastructure_Design_and_Acceptance_v1_4.docx,Draft v1.4,False,"11. Test-resource, capacity and MTU accounting",115,docs/solutions/internal-protected-workload/11-test-resource-capacity-and-mtu-accounting.md,e4a2e42888349b5967f7b3174c78e53171728b13e99e4c78bc3cfb53310f68db
WD,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/07_Worked_Infrastructure_Design_and_Acceptance_v1_4.docx,Draft v1.4,False,12. Failure and partition decision schedule,125,docs/solutions/internal-protected-workload/12-failure-and-partition-decision-schedule.md,e4a2e42888349b5967f7b3174c78e53171728b13e99e4c78bc3cfb53310f68db
WD,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/07_Worked_Infrastructure_Design_and_Acceptance_v1_4.docx,Draft v1.4,False,13. Verification assertions and actual evidence,133,docs/solutions/internal-protected-workload/13-verification-assertions-and-actual-evidence.md,e4a2e42888349b5967f7b3174c78e53171728b13e99e4c78bc3cfb53310f68db
WD,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/07_Worked_Infrastructure_Design_and_Acceptance_v1_4.docx,Draft v1.4,False,14. Remaining decisions and release boundaries,141,docs/solutions/internal-protected-workload/14-remaining-decisions-and-release-boundaries.md,e4a2e42888349b5967f7b3174c78e53171728b13e99e4c78bc3cfb53310f68db
WD,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/07_Worked_Infrastructure_Design_and_Acceptance_v1_4.docx,Draft v1.4,False,References and source status,149,docs/solutions/internal-protected-workload/15-references-and-source-status.md,e4a2e42888349b5967f7b3174c78e53171728b13e99e4c78bc3cfb53310f68db
DEL10,reference/Portable_Hosting_Delivery_Kits_v1_1/07_Quality/prior_v1_0/00_Delivery_Map.docx,Delivery kits v1.0,True,"1. Three kits, one controlled delivery",15,docs/archive/delivery-map-v1-0/1-three-kits-one-controlled-delivery.md,e332c1b37e63439169adf8b105573577fa1ea61bf32f6c3ba383dd69d83a788b
DEL10,reference/Portable_Hosting_Delivery_Kits_v1_1/07_Quality/prior_v1_0/00_Delivery_Map.docx,Delivery kits v1.0,True,2. Deliverable ownership and handoffs,25,docs/archive/delivery-map-v1-0/2-deliverable-ownership-and-handoffs.md,e332c1b37e63439169adf8b105573577fa1ea61bf32f6c3ba383dd69d83a788b
DEL10,reference/Portable_Hosting_Delivery_Kits_v1_1/07_Quality/prior_v1_0/00_Delivery_Map.docx,Delivery kits v1.0,True,3. Acceptance gates and restricted qualification,37,docs/archive/delivery-map-v1-0/3-acceptance-gates-and-restricted-qualification.md,e332c1b37e63439169adf8b105573577fa1ea61bf32f6c3ba383dd69d83a788b
DEL10,reference/Portable_Hosting_Delivery_Kits_v1_1/07_Quality/prior_v1_0/00_Delivery_Map.docx,Delivery kits v1.0,True,"4. Working records, examples and evidence",44,docs/archive/delivery-map-v1-0/4-working-records-examples-and-evidence.md,e332c1b37e63439169adf8b105573577fa1ea61bf32f6c3ba383dd69d83a788b
DEL10,reference/Portable_Hosting_Delivery_Kits_v1_1/07_Quality/prior_v1_0/00_Delivery_Map.docx,Delivery kits v1.0,True,5. Review sequence and change control,52,docs/archive/delivery-map-v1-0/5-review-sequence-and-change-control.md,e332c1b37e63439169adf8b105573577fa1ea61bf32f6c3ba383dd69d83a788b
DEL10,reference/Portable_Hosting_Delivery_Kits_v1_1/07_Quality/prior_v1_0/00_Delivery_Map.docx,Delivery kits v1.0,True,6. Inputs still required for an actual deployment,59,docs/archive/delivery-map-v1-0/6-inputs-still-required-for-an-actual-deployment.md,e332c1b37e63439169adf8b105573577fa1ea61bf32f6c3ba383dd69d83a788b
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,Document Control,6,docs/archive/handbook-v1-0/01-document-control.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,Executive Summary,18,docs/archive/handbook-v1-0/02-executive-summary.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,Part I — Foundations,38,docs/archive/handbook-v1-0/03-part-i-foundations.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,"1. Purpose, Scope, and Intended Use",40,docs/archive/handbook-v1-0/1-purpose-scope-and-intended-use.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,2. Normative Language and Architectural Invariants,56,docs/archive/handbook-v1-0/2-normative-language-and-architectural-invariants.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,3. Security Standards Context,66,docs/archive/handbook-v1-0/3-security-standards-context.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,4. Core Conceptual Model,71,docs/archive/handbook-v1-0/4-core-conceptual-model.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,5. Threat and Trust Model,74,docs/archive/handbook-v1-0/5-threat-and-trust-model.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,Part II — Reference Architecture,87,docs/archive/handbook-v1-0/09-part-ii-reference-architecture.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,6. High-Level Reference Architecture,88,docs/archive/handbook-v1-0/6-high-level-reference-architecture.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,7. Tenant Namespace,94,docs/archive/handbook-v1-0/7-tenant-namespace.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,8. Workload Security Domain,99,docs/archive/handbook-v1-0/8-workload-security-domain.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,9. Security Domain Instance,104,docs/archive/handbook-v1-0/9-security-domain-instance.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,10. Security Zone Semantics,110,docs/archive/handbook-v1-0/10-security-zone-semantics.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,11. ZIP and Security Edge Architecture,115,docs/archive/handbook-v1-0/11-zip-and-security-edge-architecture.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,12. Management and Out-of-Band Architecture,125,docs/archive/handbook-v1-0/12-management-and-out-of-band-architecture.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,13. Physical Fabric,133,docs/archive/handbook-v1-0/13-physical-fabric.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
HB10,reference/migration-source-documents/Handbook_v1_0.docx,Draft v1.0,True,14. Platform Overlay Architecture,146,docs/archive/handbook-v1-0/14-platform-overlay-architecture.md,100c760003b9ff956ae369ece65c5ffe7736f6d481496d8df4c99dd6105d4190
