assertion_id,requirement_id,source_requirement,assertion_focus,focus_semantics,source_sections,responsible_role,enforcement_location,implementation_disposition,artifacts,required_configuration,verification_procedures,verification_method,evidence_level,observed_native_evidence,remaining_dependency,applicability,allocation_status
BKP-002/A01,BKP-002,"Restore workflows SHALL enforce the same tenant, security-zone, identity, and evidence controls as backup ingestion.","Restore workflows SHALL enforce the same tenant, security-zone, identity, and evidence controls as backup ingestion.",Exact source span under the complete requirement; not a replacement normative statement,RA §12; RA §27,Backup operations,"Backup management and data endpoints, protected-copy authority, catalogues/keys and isolated restore target",EXTERNAL_PROTECTION_SERVICE_REQUIRED,docs/operations/README.md; sources/implementation_backlog.csv,"Site engineering must name the actual native object/role/service and its accepted settings for: Restore workflows SHALL enforce the same tenant, security-zone, identity, and evidence controls as backup ingestion.",CT-052; CT-054,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"No complete native backup/KMS/catalogue integration, independent deletion control, measured application-consistent restore or retention-aware release is supplied.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
BKP-003/A01,BKP-003,"Every protected production WSD SHALL have a BackupPolicy with consistency, retention, location, key and protected-copy requirements; successful isolated restore SHALL be demonstrated at the policy cadence.",consistency,Exact source span under the complete requirement; not a replacement normative statement,RA §12; RA §27,Backup operations,"Backup management and data endpoints, protected-copy authority, catalogues/keys and isolated restore target",EXTERNAL_PROTECTION_SERVICE_REQUIRED,docs/operations/README.md; sources/implementation_backlog.csv,Site engineering must name the actual native object/role/service and its accepted settings for: consistency,CT-051; CT-052; CT-053,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"No complete native backup/KMS/catalogue integration, independent deletion control, measured application-consistent restore or retention-aware release is supplied.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
BKP-003/A02,BKP-003,"Every protected production WSD SHALL have a BackupPolicy with consistency, retention, location, key and protected-copy requirements; successful isolated restore SHALL be demonstrated at the policy cadence.",retention,Exact source span under the complete requirement; not a replacement normative statement,RA §12; RA §27,Backup operations,"Backup management and data endpoints, protected-copy authority, catalogues/keys and isolated restore target",EXTERNAL_PROTECTION_SERVICE_REQUIRED,docs/operations/README.md; sources/implementation_backlog.csv,Site engineering must name the actual native object/role/service and its accepted settings for: retention,CT-051; CT-052; CT-053,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"No complete native backup/KMS/catalogue integration, independent deletion control, measured application-consistent restore or retention-aware release is supplied.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
BKP-003/A03,BKP-003,"Every protected production WSD SHALL have a BackupPolicy with consistency, retention, location, key and protected-copy requirements; successful isolated restore SHALL be demonstrated at the policy cadence.",location,Exact source span under the complete requirement; not a replacement normative statement,RA §12; RA §27,Backup operations,"Backup management and data endpoints, protected-copy authority, catalogues/keys and isolated restore target",EXTERNAL_PROTECTION_SERVICE_REQUIRED,docs/operations/README.md; sources/implementation_backlog.csv,Site engineering must name the actual native object/role/service and its accepted settings for: location,CT-051; CT-052; CT-053,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"No complete native backup/KMS/catalogue integration, independent deletion control, measured application-consistent restore or retention-aware release is supplied.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
BKP-003/A04,BKP-003,"Every protected production WSD SHALL have a BackupPolicy with consistency, retention, location, key and protected-copy requirements; successful isolated restore SHALL be demonstrated at the policy cadence.",key,Exact source span under the complete requirement; not a replacement normative statement,RA §12; RA §27,Backup operations,"Backup management and data endpoints, protected-copy authority, catalogues/keys and isolated restore target",EXTERNAL_PROTECTION_SERVICE_REQUIRED,docs/operations/README.md; sources/implementation_backlog.csv,Site engineering must name the actual native object/role/service and its accepted settings for: key,CT-051; CT-052; CT-053,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"No complete native backup/KMS/catalogue integration, independent deletion control, measured application-consistent restore or retention-aware release is supplied.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
BKP-003/A05,BKP-003,"Every protected production WSD SHALL have a BackupPolicy with consistency, retention, location, key and protected-copy requirements; successful isolated restore SHALL be demonstrated at the policy cadence.",protected-copy requirements,Exact source span under the complete requirement; not a replacement normative statement,RA §12; RA §27,Backup operations,"Backup management and data endpoints, protected-copy authority, catalogues/keys and isolated restore target",EXTERNAL_PROTECTION_SERVICE_REQUIRED,docs/operations/README.md; sources/implementation_backlog.csv,Site engineering must name the actual native object/role/service and its accepted settings for: protected-copy requirements,CT-051; CT-052; CT-053,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"No complete native backup/KMS/catalogue integration, independent deletion control, measured application-consistent restore or retention-aware release is supplied.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
BKP-003/A06,BKP-003,"Every protected production WSD SHALL have a BackupPolicy with consistency, retention, location, key and protected-copy requirements; successful isolated restore SHALL be demonstrated at the policy cadence.",successful isolated restore,Exact source span under the complete requirement; not a replacement normative statement,RA §12; RA §27,Backup operations,"Backup management and data endpoints, protected-copy authority, catalogues/keys and isolated restore target",EXTERNAL_PROTECTION_SERVICE_REQUIRED,docs/operations/README.md; sources/implementation_backlog.csv,Site engineering must name the actual native object/role/service and its accepted settings for: successful isolated restore,CT-051; CT-052; CT-053,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"No complete native backup/KMS/catalogue integration, independent deletion control, measured application-consistent restore or retention-aware release is supplied.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
BKP-004/A01,BKP-004,Production credentials SHALL NOT be able to destroy or reduce the protection of recovery copies designated independent/immutable; retained copies SHALL keep the keys and catalogue required for authorized recovery.,Production credentials,Exact source span under the complete requirement; not a replacement normative statement,RA §12; RA §27,Backup operations,"Backup management and data endpoints, protected-copy authority, catalogues/keys and isolated restore target",EXTERNAL_PROTECTION_SERVICE_REQUIRED,docs/operations/README.md; sources/implementation_backlog.csv,Site engineering must name the actual native object/role/service and its accepted settings for: Production credentials,CT-038; CT-051; CT-053,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"No complete native backup/KMS/catalogue integration, independent deletion control, measured application-consistent restore or retention-aware release is supplied.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
BKP-004/A02,BKP-004,Production credentials SHALL NOT be able to destroy or reduce the protection of recovery copies designated independent/immutable; retained copies SHALL keep the keys and catalogue required for authorized recovery.,independent/immutable,Exact source span under the complete requirement; not a replacement normative statement,RA §12; RA §27,Backup operations,"Backup management and data endpoints, protected-copy authority, catalogues/keys and isolated restore target",EXTERNAL_PROTECTION_SERVICE_REQUIRED,docs/operations/README.md; sources/implementation_backlog.csv,Site engineering must name the actual native object/role/service and its accepted settings for: independent/immutable,CT-038; CT-051; CT-053,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"No complete native backup/KMS/catalogue integration, independent deletion control, measured application-consistent restore or retention-aware release is supplied.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
BKP-004/A03,BKP-004,Production credentials SHALL NOT be able to destroy or reduce the protection of recovery copies designated independent/immutable; retained copies SHALL keep the keys and catalogue required for authorized recovery.,keys and catalogue,Exact source span under the complete requirement; not a replacement normative statement,RA §12; RA §27,Backup operations,"Backup management and data endpoints, protected-copy authority, catalogues/keys and isolated restore target",EXTERNAL_PROTECTION_SERVICE_REQUIRED,docs/operations/README.md; sources/implementation_backlog.csv,Site engineering must name the actual native object/role/service and its accepted settings for: keys and catalogue,CT-038; CT-051; CT-053,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"No complete native backup/KMS/catalogue integration, independent deletion control, measured application-consistent restore or retention-aware release is supplied.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
REL-001/A01,REL-001,"Availability and recovery profiles SHALL define measurement scope, SLO, failure tolerance, maintenance treatment, RTO/RPO, consistency, dependencies and test cadence; impact categorization SHALL NOT substitute for these values.",measurement scope,Exact source span under the complete requirement; not a replacement normative statement,RA §14; RA §26,Service owner,"Service catalogue, measured surviving resource pools, security-edge and dependency failure/maintenance behaviour",EXTERNAL_CAPACITY_AND_QUALIFICATION_REQUIRED,docs/engineering/TAD.md; lab/run_namespace_lab.py,Site engineering must name the actual native object/role/service and its accepted settings for: measurement scope,CT-012; CT-052; CT-054; CT-062,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"Illustrative capacity schedules and local link-failure fixtures do not establish measured production SLO/RTO/RPO, qualified limits, complete reservations or procured-to-available inventory.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
REL-001/A02,REL-001,"Availability and recovery profiles SHALL define measurement scope, SLO, failure tolerance, maintenance treatment, RTO/RPO, consistency, dependencies and test cadence; impact categorization SHALL NOT substitute for these values.",SLO,Exact source span under the complete requirement; not a replacement normative statement,RA §14; RA §26,Service owner,"Service catalogue, measured surviving resource pools, security-edge and dependency failure/maintenance behaviour",EXTERNAL_CAPACITY_AND_QUALIFICATION_REQUIRED,docs/engineering/TAD.md; lab/run_namespace_lab.py,Site engineering must name the actual native object/role/service and its accepted settings for: SLO,CT-012; CT-052; CT-054; CT-062,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"Illustrative capacity schedules and local link-failure fixtures do not establish measured production SLO/RTO/RPO, qualified limits, complete reservations or procured-to-available inventory.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
REL-001/A03,REL-001,"Availability and recovery profiles SHALL define measurement scope, SLO, failure tolerance, maintenance treatment, RTO/RPO, consistency, dependencies and test cadence; impact categorization SHALL NOT substitute for these values.",failure tolerance,Exact source span under the complete requirement; not a replacement normative statement,RA §14; RA §26,Service owner,"Service catalogue, measured surviving resource pools, security-edge and dependency failure/maintenance behaviour",EXTERNAL_CAPACITY_AND_QUALIFICATION_REQUIRED,docs/engineering/TAD.md; lab/run_namespace_lab.py,Site engineering must name the actual native object/role/service and its accepted settings for: failure tolerance,CT-012; CT-052; CT-054; CT-062,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"Illustrative capacity schedules and local link-failure fixtures do not establish measured production SLO/RTO/RPO, qualified limits, complete reservations or procured-to-available inventory.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
REL-001/A04,REL-001,"Availability and recovery profiles SHALL define measurement scope, SLO, failure tolerance, maintenance treatment, RTO/RPO, consistency, dependencies and test cadence; impact categorization SHALL NOT substitute for these values.",maintenance treatment,Exact source span under the complete requirement; not a replacement normative statement,RA §14; RA §26,Service owner,"Service catalogue, measured surviving resource pools, security-edge and dependency failure/maintenance behaviour",EXTERNAL_CAPACITY_AND_QUALIFICATION_REQUIRED,docs/engineering/TAD.md; lab/run_namespace_lab.py,Site engineering must name the actual native object/role/service and its accepted settings for: maintenance treatment,CT-012; CT-052; CT-054; CT-062,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"Illustrative capacity schedules and local link-failure fixtures do not establish measured production SLO/RTO/RPO, qualified limits, complete reservations or procured-to-available inventory.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
REL-001/A05,REL-001,"Availability and recovery profiles SHALL define measurement scope, SLO, failure tolerance, maintenance treatment, RTO/RPO, consistency, dependencies and test cadence; impact categorization SHALL NOT substitute for these values.",RTO/RPO,Exact source span under the complete requirement; not a replacement normative statement,RA §14; RA §26,Service owner,"Service catalogue, measured surviving resource pools, security-edge and dependency failure/maintenance behaviour",EXTERNAL_CAPACITY_AND_QUALIFICATION_REQUIRED,docs/engineering/TAD.md; lab/run_namespace_lab.py,Site engineering must name the actual native object/role/service and its accepted settings for: RTO/RPO,CT-012; CT-052; CT-054; CT-062,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"Illustrative capacity schedules and local link-failure fixtures do not establish measured production SLO/RTO/RPO, qualified limits, complete reservations or procured-to-available inventory.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
REL-001/A06,REL-001,"Availability and recovery profiles SHALL define measurement scope, SLO, failure tolerance, maintenance treatment, RTO/RPO, consistency, dependencies and test cadence; impact categorization SHALL NOT substitute for these values.",consistency,Exact source span under the complete requirement; not a replacement normative statement,RA §14; RA §26,Service owner,"Service catalogue, measured surviving resource pools, security-edge and dependency failure/maintenance behaviour",EXTERNAL_CAPACITY_AND_QUALIFICATION_REQUIRED,docs/engineering/TAD.md; lab/run_namespace_lab.py,Site engineering must name the actual native object/role/service and its accepted settings for: consistency,CT-012; CT-052; CT-054; CT-062,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"Illustrative capacity schedules and local link-failure fixtures do not establish measured production SLO/RTO/RPO, qualified limits, complete reservations or procured-to-available inventory.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
REL-001/A07,REL-001,"Availability and recovery profiles SHALL define measurement scope, SLO, failure tolerance, maintenance treatment, RTO/RPO, consistency, dependencies and test cadence; impact categorization SHALL NOT substitute for these values.",dependencies,Exact source span under the complete requirement; not a replacement normative statement,RA §14; RA §26,Service owner,"Service catalogue, measured surviving resource pools, security-edge and dependency failure/maintenance behaviour",EXTERNAL_CAPACITY_AND_QUALIFICATION_REQUIRED,docs/engineering/TAD.md; lab/run_namespace_lab.py,Site engineering must name the actual native object/role/service and its accepted settings for: dependencies,CT-012; CT-052; CT-054; CT-062,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"Illustrative capacity schedules and local link-failure fixtures do not establish measured production SLO/RTO/RPO, qualified limits, complete reservations or procured-to-available inventory.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
REL-001/A08,REL-001,"Availability and recovery profiles SHALL define measurement scope, SLO, failure tolerance, maintenance treatment, RTO/RPO, consistency, dependencies and test cadence; impact categorization SHALL NOT substitute for these values.",test cadence,Exact source span under the complete requirement; not a replacement normative statement,RA §14; RA §26,Service owner,"Service catalogue, measured surviving resource pools, security-edge and dependency failure/maintenance behaviour",EXTERNAL_CAPACITY_AND_QUALIFICATION_REQUIRED,docs/engineering/TAD.md; lab/run_namespace_lab.py,Site engineering must name the actual native object/role/service and its accepted settings for: test cadence,CT-012; CT-052; CT-054; CT-062,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"Illustrative capacity schedules and local link-failure fixtures do not establish measured production SLO/RTO/RPO, qualified limits, complete reservations or procured-to-available inventory.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
REL-002/A01,REL-002,Recovery/HA capabilities SHALL be measured under the approved load and failure scenario before a platform offers the profile; reported SLOs SHALL disclose exclusions and actual breaches.,Recovery/HA capabilities SHALL be measured under the approved load and failure scenario before a platform offers the profile,Exact source span under the complete requirement; not a replacement normative statement,RA §14; RA §26,Operations/SRE,"Service catalogue, measured surviving resource pools, security-edge and dependency failure/maintenance behaviour",EXTERNAL_CAPACITY_AND_QUALIFICATION_REQUIRED,docs/engineering/TAD.md; lab/run_namespace_lab.py,Site engineering must name the actual native object/role/service and its accepted settings for: Recovery/HA capabilities SHALL be measured under the approved load and failure scenario before a platform offers the profile,CT-012; CT-039; CT-054; CT-056,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"Illustrative capacity schedules and local link-failure fixtures do not establish measured production SLO/RTO/RPO, qualified limits, complete reservations or procured-to-available inventory.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
REL-002/A02,REL-002,Recovery/HA capabilities SHALL be measured under the approved load and failure scenario before a platform offers the profile; reported SLOs SHALL disclose exclusions and actual breaches.,reported SLOs SHALL disclose exclusions and actual breaches.,Exact source span under the complete requirement; not a replacement normative statement,RA §14; RA §26,Operations/SRE,"Service catalogue, measured surviving resource pools, security-edge and dependency failure/maintenance behaviour",EXTERNAL_CAPACITY_AND_QUALIFICATION_REQUIRED,docs/engineering/TAD.md; lab/run_namespace_lab.py,Site engineering must name the actual native object/role/service and its accepted settings for: reported SLOs SHALL disclose exclusions and actual breaches.,CT-012; CT-039; CT-054; CT-056,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"Illustrative capacity schedules and local link-failure fixtures do not establish measured production SLO/RTO/RPO, qualified limits, complete reservations or procured-to-available inventory.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
PLACE-001/A01,PLACE-001,"Placement SHALL satisfy all mandatory security, assurance, location, lifecycle, capacity and recovery constraints using a current qualified platform profile; unresolved or conflicting constraints SHALL reject the request.","Placement SHALL satisfy all mandatory security, assurance, location, lifecycle, capacity and recovery constraints using a current qualified platform profile",Exact source span under the complete requirement; not a replacement normative statement,RA §13; RA §14,Automation platform,"Native scheduler eligibility, eligible host pools, HA admission and recovery target/data-location constraints",PARTIAL_VM_PREPARATION_ONLY,terraform/modules/nutanix-workload/main.tf.json; terraform/modules/vsphere-workload/main.tf.json; terraform/modules/openstack-workload/main.tf.json,"Site engineering must name the actual native object/role/service and its accepted settings for: Placement SHALL satisfy all mandatory security, assurance, location, lifecycle, capacity and recovery constraints using a current qualified platform profile",CT-018; CT-035; CT-056; CT-061,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"VM preparation consumes accepted placement resources; it does not create/qualify host co-residency policy, evacuation/HA restrictions, independent sites, location agreements, guarantees or capacity under failure.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
PLACE-001/A02,PLACE-001,"Placement SHALL satisfy all mandatory security, assurance, location, lifecycle, capacity and recovery constraints using a current qualified platform profile; unresolved or conflicting constraints SHALL reject the request.",unresolved or conflicting constraints SHALL reject the request.,Exact source span under the complete requirement; not a replacement normative statement,RA §13; RA §14,Automation platform,"Native scheduler eligibility, eligible host pools, HA admission and recovery target/data-location constraints",PARTIAL_VM_PREPARATION_ONLY,terraform/modules/nutanix-workload/main.tf.json; terraform/modules/vsphere-workload/main.tf.json; terraform/modules/openstack-workload/main.tf.json,Site engineering must name the actual native object/role/service and its accepted settings for: unresolved or conflicting constraints SHALL reject the request.,CT-018; CT-035; CT-056; CT-061,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"VM preparation consumes accepted placement resources; it does not create/qualify host co-residency policy, evacuation/HA restrictions, independent sites, location agreements, guarantees or capacity under failure.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
PLACE-002/A01,PLACE-002,"Data, backup, telemetry, diagnostic, control-plane, administrative-access and key locations/control constraints SHALL be represented separately and enforced through approved profiles and agreements.",Data,Exact source span under the complete requirement; not a replacement normative statement,RA §13; RA §14,Service owner,"Native scheduler eligibility, eligible host pools, HA admission and recovery target/data-location constraints",PARTIAL_VM_PREPARATION_ONLY,terraform/modules/nutanix-workload/main.tf.json; terraform/modules/vsphere-workload/main.tf.json; terraform/modules/openstack-workload/main.tf.json,Site engineering must name the actual native object/role/service and its accepted settings for: Data,CT-061; CT-079,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"VM preparation consumes accepted placement resources; it does not create/qualify host co-residency policy, evacuation/HA restrictions, independent sites, location agreements, guarantees or capacity under failure.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
PLACE-002/A02,PLACE-002,"Data, backup, telemetry, diagnostic, control-plane, administrative-access and key locations/control constraints SHALL be represented separately and enforced through approved profiles and agreements.",backup,Exact source span under the complete requirement; not a replacement normative statement,RA §13; RA §14,Service owner,"Native scheduler eligibility, eligible host pools, HA admission and recovery target/data-location constraints",PARTIAL_VM_PREPARATION_ONLY,terraform/modules/nutanix-workload/main.tf.json; terraform/modules/vsphere-workload/main.tf.json; terraform/modules/openstack-workload/main.tf.json,Site engineering must name the actual native object/role/service and its accepted settings for: backup,CT-061; CT-079,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"VM preparation consumes accepted placement resources; it does not create/qualify host co-residency policy, evacuation/HA restrictions, independent sites, location agreements, guarantees or capacity under failure.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
PLACE-002/A03,PLACE-002,"Data, backup, telemetry, diagnostic, control-plane, administrative-access and key locations/control constraints SHALL be represented separately and enforced through approved profiles and agreements.",telemetry,Exact source span under the complete requirement; not a replacement normative statement,RA §13; RA §14,Service owner,"Native scheduler eligibility, eligible host pools, HA admission and recovery target/data-location constraints",PARTIAL_VM_PREPARATION_ONLY,terraform/modules/nutanix-workload/main.tf.json; terraform/modules/vsphere-workload/main.tf.json; terraform/modules/openstack-workload/main.tf.json,Site engineering must name the actual native object/role/service and its accepted settings for: telemetry,CT-061; CT-079,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"VM preparation consumes accepted placement resources; it does not create/qualify host co-residency policy, evacuation/HA restrictions, independent sites, location agreements, guarantees or capacity under failure.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
