assertion_id,requirement_id,source_requirement,assertion,implementation_owner,enforcement_location,implementation_disposition,required_artifact_or_record,candidate_artifacts,verification_method,reference_tests,evidence_class,remaining_dependency,owner_review,source_sections,not_applicable
OS-001.A01,OS-001,Default OpenStack security-group behaviour SHALL be reviewed and normalized to the secure-by-default service baseline.,Complete source obligation; all applicable clauses must be satisfied: Default OpenStack security-group behaviour SHALL be reviewed and normalized to the secure-by-default service baseline.,Platform engineering,Actual selected product/API/backend and mandatory provider-owned resource policy,CANDIDATE_PARTIAL_VENDOR_REALIZATION,"Selected supported native version tuple, scoped privilege definitions and exact build artifacts; actual effective-state evidence — specifically: Complete source obligation; all applicable clauses must be satisfied: Default OpenStack security-group behaviour SHALL be reviewed and normalized to the secure-by-default service baseline.",terraform/modules/openstack-domain; tools/neutron_observe.py; docs/current/TAD-infrastructure.md,"Exercise the applicable vendor CT/RA addendum using real delegated identities, native state and positive/negative/failure data paths.",CT-005; CT-021; CT-066,"NATIVE_NOT_RUN; related local fixtures/engine checks are narrower evidence, not satisfaction",Local API fixtures and mock plans do not qualify the installed hypervisor/backend or complete management/edge/Flow/DFW policies.,"PROPOSED_ALLOCATION; actual applicability, named authority and evidence assignment pending",RA §18,Not selected; explicit scope rationale and authority required before any N/A disposition
OS-002.A01,OS-002,Provider networks and external-router capabilities SHALL remain provider controlled and SHALL not become unrestricted tenant escape paths.,Complete source obligation; all applicable clauses must be satisfied: Provider networks and external-router capabilities SHALL remain provider controlled and SHALL not become unrestricted tenant escape paths.,Platform engineering,Actual selected product/API/backend and mandatory provider-owned resource policy,CANDIDATE_PARTIAL_VENDOR_REALIZATION,"Selected supported native version tuple, scoped privilege definitions and exact build artifacts; actual effective-state evidence — specifically: Complete source obligation; all applicable clauses must be satisfied: Provider networks and external-router capabilities SHALL remain provider controlled and SHALL not become unrestricted tenant escape paths.",terraform/modules/openstack-domain; tools/neutron_observe.py; docs/current/TAD-infrastructure.md,"Exercise the applicable vendor CT/RA addendum using real delegated identities, native state and positive/negative/failure data paths.",CT-019; CT-022; CT-023,"NATIVE_NOT_RUN; related local fixtures/engine checks are narrower evidence, not satisfaction",Local API fixtures and mock plans do not qualify the installed hypervisor/backend or complete management/edge/Flow/DFW policies.,"PROPOSED_ALLOCATION; actual applicability, named authority and evidence assignment pending",RA §18,Not selected; explicit scope rationale and authority required before any N/A disposition
OS-003.A01,OS-003,"The OpenStack profile SHALL record distribution, service/API versions, Neutron backend/extensions and provider authority over external/port-security operations; native routing or editable security groups SHALL NOT be assumed to satisfy all ZIP functions.","Complete source obligation; all applicable clauses must be satisfied: The OpenStack profile SHALL record distribution, service/API versions, Neutron backend/extensions and provider authority over external/port-security operations; native routing or editable security groups SHALL NOT be assumed to satisfy all ZIP functions.",Platform engineering,Actual selected product/API/backend and mandatory provider-owned resource policy,CANDIDATE_PARTIAL_VENDOR_REALIZATION,"Selected supported native version tuple, scoped privilege definitions and exact build artifacts; actual effective-state evidence — specifically: Complete source obligation; all applicable clauses must be satisfied: The OpenStack profile SHALL record distribution, service/API versions, Neutron backend/extensions and provider authority over external/port-security operations; native routing or editable security groups SHALL NOT be assumed to satisfy all ZIP functions.",terraform/modules/openstack-domain; tools/neutron_observe.py; docs/current/TAD-infrastructure.md,"Exercise the applicable vendor CT/RA addendum using real delegated identities, native state and positive/negative/failure data paths.",CT-015; CT-018; CT-022; CT-080,"NATIVE_NOT_RUN; related local fixtures/engine checks are narrower evidence, not satisfaction",Local API fixtures and mock plans do not qualify the installed hypervisor/backend or complete management/edge/Flow/DFW policies.,"PROPOSED_ALLOCATION; actual applicability, named authority and evidence assignment pending",RA §18,Not selected; explicit scope rationale and authority required before any N/A disposition
OS-003.A02,OS-003,"The OpenStack profile SHALL record distribution, service/API versions, Neutron backend/extensions and provider authority over external/port-security operations; native routing or editable security groups SHALL NOT be assumed to satisfy all ZIP functions.","The OpenStack profile SHALL record distribution, service/API versions, Neutron backend/extensions and provider authority over external/port-security operations",Platform engineering,Actual selected product/API/backend and mandatory provider-owned resource policy,CANDIDATE_PARTIAL_VENDOR_REALIZATION,"Selected supported native version tuple, scoped privilege definitions and exact build artifacts; actual effective-state evidence — specifically: The OpenStack profile SHALL record distribution, service/API versions, Neutron backend/extensions and provider authority over external/port-security operations",terraform/modules/openstack-domain; tools/neutron_observe.py; docs/current/TAD-infrastructure.md,"Exercise the applicable vendor CT/RA addendum using real delegated identities, native state and positive/negative/failure data paths.",CT-015; CT-018; CT-022; CT-080,"NATIVE_NOT_RUN; related local fixtures/engine checks are narrower evidence, not satisfaction",Local API fixtures and mock plans do not qualify the installed hypervisor/backend or complete management/edge/Flow/DFW policies.,"PROPOSED_ALLOCATION; actual applicability, named authority and evidence assignment pending",RA §18,Not selected; explicit scope rationale and authority required before any N/A disposition
OS-003.A03,OS-003,"The OpenStack profile SHALL record distribution, service/API versions, Neutron backend/extensions and provider authority over external/port-security operations; native routing or editable security groups SHALL NOT be assumed to satisfy all ZIP functions.",native routing or editable security groups SHALL NOT be assumed to satisfy all ZIP functions.,Platform engineering,Actual selected product/API/backend and mandatory provider-owned resource policy,CANDIDATE_PARTIAL_VENDOR_REALIZATION,"Selected supported native version tuple, scoped privilege definitions and exact build artifacts; actual effective-state evidence — specifically: native routing or editable security groups SHALL NOT be assumed to satisfy all ZIP functions.",terraform/modules/openstack-domain; tools/neutron_observe.py; docs/current/TAD-infrastructure.md,"Exercise the applicable vendor CT/RA addendum using real delegated identities, native state and positive/negative/failure data paths.",CT-015; CT-018; CT-022; CT-080,"NATIVE_NOT_RUN; related local fixtures/engine checks are narrower evidence, not satisfaction",Local API fixtures and mock plans do not qualify the installed hypervisor/backend or complete management/edge/Flow/DFW policies.,"PROPOSED_ALLOCATION; actual applicability, named authority and evidence assignment pending",RA §18,Not selected; explicit scope rationale and authority required before any N/A disposition
FUT-001.A01,FUT-001,A new platform SHALL pass the applicable conformance suite before it is approved for production placement.,Complete source obligation; all applicable clauses must be satisfied: A new platform SHALL pass the applicable conformance suite before it is approved for production placement.,Platform engineering,Architecture/design review and separately governed service/adoption/qualification authority,MANUAL_GOVERNANCE_OR_EXTERNAL_AUTHORITATIVE_RECORD_REQUIRED,"Scope-specific current architecture/engineering/authority record addressing the exact assertion, with named owner and protected evidence — specifically: Complete source obligation; all applicable clauses must be satisfied: A new platform SHALL pass the applicable conformance suite before it is approved for production placement.",docs/current/RAD-adoption.md; docs/current/TAD-infrastructure.md; docs/assurance/verification-families.md,Review the actual versioned record and its individual assertions; corroborate implementation-specific obligations with the applicable native tests.,CT-015; CT-018; CT-065; CT-080,"NATIVE_NOT_RUN; related local fixtures/engine checks are narrower evidence, not satisfaction","No controller or document generator can issue organizational approval, assess all adopted controls or complete absent site-specific evidence.","PROPOSED_ALLOCATION; actual applicability, named authority and evidence assignment pending",RA §19,Not selected; explicit scope rationale and authority required before any N/A disposition
FUT-002.A01,FUT-002,A platform SHALL declare unsupported capabilities explicitly; unsupported capabilities SHALL NOT be emulated by weakening a mandatory control.,Complete source obligation; all applicable clauses must be satisfied: A platform SHALL declare unsupported capabilities explicitly; unsupported capabilities SHALL NOT be emulated by weakening a mandatory control.,Platform engineering,Architecture/design review and separately governed service/adoption/qualification authority,MANUAL_GOVERNANCE_OR_EXTERNAL_AUTHORITATIVE_RECORD_REQUIRED,"Scope-specific current architecture/engineering/authority record addressing the exact assertion, with named owner and protected evidence — specifically: Complete source obligation; all applicable clauses must be satisfied: A platform SHALL declare unsupported capabilities explicitly; unsupported capabilities SHALL NOT be emulated by weakening a mandatory control.",docs/current/RAD-adoption.md; docs/current/TAD-infrastructure.md; docs/assurance/verification-families.md,Review the actual versioned record and its individual assertions; corroborate implementation-specific obligations with the applicable native tests.,CT-018; CT-065,"NATIVE_NOT_RUN; related local fixtures/engine checks are narrower evidence, not satisfaction","No controller or document generator can issue organizational approval, assess all adopted controls or complete absent site-specific evidence.","PROPOSED_ALLOCATION; actual applicability, named authority and evidence assignment pending",RA §19,Not selected; explicit scope rationale and authority required before any N/A disposition
FUT-002.A02,FUT-002,A platform SHALL declare unsupported capabilities explicitly; unsupported capabilities SHALL NOT be emulated by weakening a mandatory control.,A platform SHALL declare unsupported capabilities explicitly,Platform engineering,Architecture/design review and separately governed service/adoption/qualification authority,MANUAL_GOVERNANCE_OR_EXTERNAL_AUTHORITATIVE_RECORD_REQUIRED,"Scope-specific current architecture/engineering/authority record addressing the exact assertion, with named owner and protected evidence — specifically: A platform SHALL declare unsupported capabilities explicitly",docs/current/RAD-adoption.md; docs/current/TAD-infrastructure.md; docs/assurance/verification-families.md,Review the actual versioned record and its individual assertions; corroborate implementation-specific obligations with the applicable native tests.,CT-018; CT-065,"NATIVE_NOT_RUN; related local fixtures/engine checks are narrower evidence, not satisfaction","No controller or document generator can issue organizational approval, assess all adopted controls or complete absent site-specific evidence.","PROPOSED_ALLOCATION; actual applicability, named authority and evidence assignment pending",RA §19,Not selected; explicit scope rationale and authority required before any N/A disposition
FUT-002.A03,FUT-002,A platform SHALL declare unsupported capabilities explicitly; unsupported capabilities SHALL NOT be emulated by weakening a mandatory control.,unsupported capabilities SHALL NOT be emulated by weakening a mandatory control.,Platform engineering,Architecture/design review and separately governed service/adoption/qualification authority,MANUAL_GOVERNANCE_OR_EXTERNAL_AUTHORITATIVE_RECORD_REQUIRED,"Scope-specific current architecture/engineering/authority record addressing the exact assertion, with named owner and protected evidence — specifically: unsupported capabilities SHALL NOT be emulated by weakening a mandatory control.",docs/current/RAD-adoption.md; docs/current/TAD-infrastructure.md; docs/assurance/verification-families.md,Review the actual versioned record and its individual assertions; corroborate implementation-specific obligations with the applicable native tests.,CT-018; CT-065,"NATIVE_NOT_RUN; related local fixtures/engine checks are narrower evidence, not satisfaction","No controller or document generator can issue organizational approval, assess all adopted controls or complete absent site-specific evidence.","PROPOSED_ALLOCATION; actual applicability, named authority and evidence assignment pending",RA §19,Not selected; explicit scope rationale and authority required before any N/A disposition
FUT-003.A01,FUT-003,"Bare-metal and container profiles SHALL explicitly qualify host/control-plane, network, storage and lifecycle isolation; namespaces, projects and physical VRFs SHALL NOT alone be accepted as evidence of a complete security boundary.","Complete source obligation; all applicable clauses must be satisfied: Bare-metal and container profiles SHALL explicitly qualify host/control-plane, network, storage and lifecycle isolation; namespaces, projects and physical VRFs SHALL NOT alone be accepted as evidence of a complete security boundary.",Platform engineering,Architecture/design review and separately governed service/adoption/qualification authority,MANUAL_GOVERNANCE_OR_EXTERNAL_AUTHORITATIVE_RECORD_REQUIRED,"Scope-specific current architecture/engineering/authority record addressing the exact assertion, with named owner and protected evidence — specifically: Complete source obligation; all applicable clauses must be satisfied: Bare-metal and container profiles SHALL explicitly qualify host/control-plane, network, storage and lifecycle isolation; namespaces, projects and physical VRFs SHALL NOT alone be accepted as evidence of a complete security boundary.",docs/current/RAD-adoption.md; docs/current/TAD-infrastructure.md; docs/assurance/verification-families.md,Review the actual versioned record and its individual assertions; corroborate implementation-specific obligations with the applicable native tests.,CT-035; CT-037; CT-059; CT-065; CT-072,"NATIVE_NOT_RUN; related local fixtures/engine checks are narrower evidence, not satisfaction","No controller or document generator can issue organizational approval, assess all adopted controls or complete absent site-specific evidence.","PROPOSED_ALLOCATION; actual applicability, named authority and evidence assignment pending",RA §19,Not selected; explicit scope rationale and authority required before any N/A disposition
FUT-003.A02,FUT-003,"Bare-metal and container profiles SHALL explicitly qualify host/control-plane, network, storage and lifecycle isolation; namespaces, projects and physical VRFs SHALL NOT alone be accepted as evidence of a complete security boundary.","Bare-metal and container profiles SHALL explicitly qualify host/control-plane, network, storage and lifecycle isolation",Platform engineering,Architecture/design review and separately governed service/adoption/qualification authority,MANUAL_GOVERNANCE_OR_EXTERNAL_AUTHORITATIVE_RECORD_REQUIRED,"Scope-specific current architecture/engineering/authority record addressing the exact assertion, with named owner and protected evidence — specifically: Bare-metal and container profiles SHALL explicitly qualify host/control-plane, network, storage and lifecycle isolation",docs/current/RAD-adoption.md; docs/current/TAD-infrastructure.md; docs/assurance/verification-families.md,Review the actual versioned record and its individual assertions; corroborate implementation-specific obligations with the applicable native tests.,CT-035; CT-037; CT-059; CT-065; CT-072,"NATIVE_NOT_RUN; related local fixtures/engine checks are narrower evidence, not satisfaction","No controller or document generator can issue organizational approval, assess all adopted controls or complete absent site-specific evidence.","PROPOSED_ALLOCATION; actual applicability, named authority and evidence assignment pending",RA §19,Not selected; explicit scope rationale and authority required before any N/A disposition
FUT-003.A03,FUT-003,"Bare-metal and container profiles SHALL explicitly qualify host/control-plane, network, storage and lifecycle isolation; namespaces, projects and physical VRFs SHALL NOT alone be accepted as evidence of a complete security boundary.","namespaces, projects and physical VRFs SHALL NOT alone be accepted as evidence of a complete security boundary.",Platform engineering,Architecture/design review and separately governed service/adoption/qualification authority,MANUAL_GOVERNANCE_OR_EXTERNAL_AUTHORITATIVE_RECORD_REQUIRED,"Scope-specific current architecture/engineering/authority record addressing the exact assertion, with named owner and protected evidence — specifically: namespaces, projects and physical VRFs SHALL NOT alone be accepted as evidence of a complete security boundary.",docs/current/RAD-adoption.md; docs/current/TAD-infrastructure.md; docs/assurance/verification-families.md,Review the actual versioned record and its individual assertions; corroborate implementation-specific obligations with the applicable native tests.,CT-035; CT-037; CT-059; CT-065; CT-072,"NATIVE_NOT_RUN; related local fixtures/engine checks are narrower evidence, not satisfaction","No controller or document generator can issue organizational approval, assess all adopted controls or complete absent site-specific evidence.","PROPOSED_ALLOCATION; actual applicability, named authority and evidence assignment pending",RA §19,Not selected; explicit scope rationale and authority required before any N/A disposition
API-001.A01,API-001,The portable API SHALL be versioned and backward-compatibility rules SHALL be published.,Complete source obligation; all applicable clauses must be satisfied: The portable API SHALL be versioned and backward-compatibility rules SHALL be published.,Automation platform,"Scoped execution runner, authoritative source/state, native resource writer and change/evidence system",CANDIDATE_PARTIAL_TOOLING_AND_EXTERNAL_EXECUTION_GOVERNANCE,"Immutable reviewed artifact/input/state/approval records, scoped credentials and actual authoritative native writer/fencing mechanism — specifically: Complete source obligation; all applicable clauses must be satisfied: The portable API SHALL be versioned and backward-compatibility rules SHALL be published.",terraform/roots; tools/verify_terraform.py; tools/recovery_review.py; docs/INTERRUPTED_CHANGE_RECOVERY.md,Review exact source and current state; execute accepted operation/uncertainty/containment tests without treating a local status as authority.,CT-016; CT-070,"NATIVE_NOT_RUN; related local fixtures/engine checks are narrower evidence, not satisfaction","Tool helpers do not supply authentic approvals, actual fencing, whole-platform admission, signed artifact custody or authorized apply.","PROPOSED_ALLOCATION; actual applicability, named authority and evidence assignment pending",RA §23; RA §24,Not selected; explicit scope rationale and authority required before any N/A disposition
API-002.A01,API-002,"Vendor identifiers, VLAN/VNI/VRF details, route targets, raw firewall rules and raw next-hop routes SHALL NOT be part of the normal consumer contract.","Complete source obligation; all applicable clauses must be satisfied: Vendor identifiers, VLAN/VNI/VRF details, route targets, raw firewall rules and raw next-hop routes SHALL NOT be part of the normal consumer contract.",Automation platform,"Scoped execution runner, authoritative source/state, native resource writer and change/evidence system",CANDIDATE_PARTIAL_TOOLING_AND_EXTERNAL_EXECUTION_GOVERNANCE,"Immutable reviewed artifact/input/state/approval records, scoped credentials and actual authoritative native writer/fencing mechanism — specifically: Complete source obligation; all applicable clauses must be satisfied: Vendor identifiers, VLAN/VNI/VRF details, route targets, raw firewall rules and raw next-hop routes SHALL NOT be part of the normal consumer contract.",terraform/roots; tools/verify_terraform.py; tools/recovery_review.py; docs/INTERRUPTED_CHANGE_RECOVERY.md,Review exact source and current state; execute accepted operation/uncertainty/containment tests without treating a local status as authority.,CT-017; CT-019,"NATIVE_NOT_RUN; related local fixtures/engine checks are narrower evidence, not satisfaction","Tool helpers do not supply authentic approvals, actual fencing, whole-platform admission, signed artifact custody or authorized apply.","PROPOSED_ALLOCATION; actual applicability, named authority and evidence assignment pending",RA §23; RA §24,Not selected; explicit scope rationale and authority required before any N/A disposition
API-003.A01,API-003,"Where a consumer-facing provisioning API is provided, it SHALL enforce immutable IDs, idempotent create, optimistic concurrency, typed/closed schemas, authorized references and authoritative service-owned status; stale or unauthorized updates SHALL fail before side effects. These controls MAY be implemented by an existing qualified service interface.","Complete source obligation; all applicable clauses must be satisfied: Where a consumer-facing provisioning API is provided, it SHALL enforce immutable IDs, idempotent create, optimistic concurrency, typed/closed schemas, authorized references and authoritative service-owned status; stale or unauthorized updates SHALL fail before side effects. These controls MAY be implemented by an existing qualified service interface.",Automation platform,"Scoped execution runner, authoritative source/state, native resource writer and change/evidence system",CANDIDATE_PARTIAL_TOOLING_AND_EXTERNAL_EXECUTION_GOVERNANCE,"Immutable reviewed artifact/input/state/approval records, scoped credentials and actual authoritative native writer/fencing mechanism — specifically: Complete source obligation; all applicable clauses must be satisfied: Where a consumer-facing provisioning API is provided, it SHALL enforce immutable IDs, idempotent create, optimistic concurrency, typed/closed schemas, authorized references and authoritative service-owned status; stale or unauthorized updates SHALL fail before side effects. These controls MAY be implemented by an existing qualified service interface.",terraform/roots; tools/verify_terraform.py; tools/recovery_review.py; docs/INTERRUPTED_CHANGE_RECOVERY.md,Review exact source and current state; execute accepted operation/uncertainty/containment tests without treating a local status as authority.,CT-017; CT-046; CT-070,"NATIVE_NOT_RUN; related local fixtures/engine checks are narrower evidence, not satisfaction","Tool helpers do not supply authentic approvals, actual fencing, whole-platform admission, signed artifact custody or authorized apply.","PROPOSED_ALLOCATION; actual applicability, named authority and evidence assignment pending",RA §23; RA §24,Not selected; explicit scope rationale and authority required before any N/A disposition
API-003.A02,API-003,"Where a consumer-facing provisioning API is provided, it SHALL enforce immutable IDs, idempotent create, optimistic concurrency, typed/closed schemas, authorized references and authoritative service-owned status; stale or unauthorized updates SHALL fail before side effects. These controls MAY be implemented by an existing qualified service interface.","Where a consumer-facing provisioning API is provided, it SHALL enforce immutable IDs, idempotent create, optimistic concurrency, typed/closed schemas, authorized references and authoritative service-owned status",Automation platform,"Scoped execution runner, authoritative source/state, native resource writer and change/evidence system",CANDIDATE_PARTIAL_TOOLING_AND_EXTERNAL_EXECUTION_GOVERNANCE,"Immutable reviewed artifact/input/state/approval records, scoped credentials and actual authoritative native writer/fencing mechanism — specifically: Where a consumer-facing provisioning API is provided, it SHALL enforce immutable IDs, idempotent create, optimistic concurrency, typed/closed schemas, authorized references and authoritative service-owned status",terraform/roots; tools/verify_terraform.py; tools/recovery_review.py; docs/INTERRUPTED_CHANGE_RECOVERY.md,Review exact source and current state; execute accepted operation/uncertainty/containment tests without treating a local status as authority.,CT-017; CT-046; CT-070,"NATIVE_NOT_RUN; related local fixtures/engine checks are narrower evidence, not satisfaction","Tool helpers do not supply authentic approvals, actual fencing, whole-platform admission, signed artifact custody or authorized apply.","PROPOSED_ALLOCATION; actual applicability, named authority and evidence assignment pending",RA §23; RA §24,Not selected; explicit scope rationale and authority required before any N/A disposition
API-003.A03,API-003,"Where a consumer-facing provisioning API is provided, it SHALL enforce immutable IDs, idempotent create, optimistic concurrency, typed/closed schemas, authorized references and authoritative service-owned status; stale or unauthorized updates SHALL fail before side effects. These controls MAY be implemented by an existing qualified service interface.",stale or unauthorized updates SHALL fail before side effects. These controls MAY be implemented by an existing qualified service interface.,Automation platform,"Scoped execution runner, authoritative source/state, native resource writer and change/evidence system",CANDIDATE_PARTIAL_TOOLING_AND_EXTERNAL_EXECUTION_GOVERNANCE,"Immutable reviewed artifact/input/state/approval records, scoped credentials and actual authoritative native writer/fencing mechanism — specifically: stale or unauthorized updates SHALL fail before side effects. These controls MAY be implemented by an existing qualified service interface.",terraform/roots; tools/verify_terraform.py; tools/recovery_review.py; docs/INTERRUPTED_CHANGE_RECOVERY.md,Review exact source and current state; execute accepted operation/uncertainty/containment tests without treating a local status as authority.,CT-017; CT-046; CT-070,"NATIVE_NOT_RUN; related local fixtures/engine checks are narrower evidence, not satisfaction","Tool helpers do not supply authentic approvals, actual fencing, whole-platform admission, signed artifact custody or authorized apply.","PROPOSED_ALLOCATION; actual applicability, named authority and evidence assignment pending",RA §23; RA §24,Not selected; explicit scope rationale and authority required before any N/A disposition
POL-001.A01,POL-001,Admission policy SHALL be provider independent wherever the rule expresses an architectural invariant.,Complete source obligation; all applicable clauses must be satisfied: Admission policy SHALL be provider independent wherever the rule expresses an architectural invariant.,Automation platform,Architecture/design review and separately governed service/adoption/qualification authority,MANUAL_GOVERNANCE_OR_EXTERNAL_AUTHORITATIVE_RECORD_REQUIRED,"Scope-specific current architecture/engineering/authority record addressing the exact assertion, with named owner and protected evidence — specifically: Complete source obligation; all applicable clauses must be satisfied: Admission policy SHALL be provider independent wherever the rule expresses an architectural invariant.",docs/current/RAD-adoption.md; docs/current/TAD-infrastructure.md; docs/assurance/verification-families.md,Review the actual versioned record and its individual assertions; corroborate implementation-specific obligations with the applicable native tests.,CT-017; CT-025; CT-066,"NATIVE_NOT_RUN; related local fixtures/engine checks are narrower evidence, not satisfaction","No controller or document generator can issue organizational approval, assess all adopted controls or complete absent site-specific evidence.","PROPOSED_ALLOCATION; actual applicability, named authority and evidence assignment pending",RA §20; RA §23,Not selected; explicit scope rationale and authority required before any N/A disposition
POL-002.A01,POL-002,Provider-specific plan checks SHOULD validate that the adapter compiled the intent into the expected native constructs.,Complete source obligation; all applicable clauses must be satisfied: Provider-specific plan checks SHOULD validate that the adapter compiled the intent into the expected native constructs.,Automation platform,Architecture/design review and separately governed service/adoption/qualification authority,MANUAL_GOVERNANCE_OR_EXTERNAL_AUTHORITATIVE_RECORD_REQUIRED,"Scope-specific current architecture/engineering/authority record addressing the exact assertion, with named owner and protected evidence — specifically: Complete source obligation; all applicable clauses must be satisfied: Provider-specific plan checks SHOULD validate that the adapter compiled the intent into the expected native constructs.",docs/current/RAD-adoption.md; docs/current/TAD-infrastructure.md; docs/assurance/verification-families.md,Review the actual versioned record and its individual assertions; corroborate implementation-specific obligations with the applicable native tests.,CT-009; CT-048; CT-066,"NATIVE_NOT_RUN; related local fixtures/engine checks are narrower evidence, not satisfaction","No controller or document generator can issue organizational approval, assess all adopted controls or complete absent site-specific evidence.","PROPOSED_ALLOCATION; actual applicability, named authority and evidence assignment pending",RA §20; RA §23,Not selected; explicit scope rationale and authority required before any N/A disposition
FLOW-001.A01,FLOW-001,"Flow Intentions SHALL resolve explicit identities, service/profile version, initiation direction, lifetime, purpose and logging; compilation SHALL preserve mandatory policy precedence and enforce approved session-revocation behavior.","Complete source obligation; all applicable clauses must be satisfied: Flow Intentions SHALL resolve explicit identities, service/profile version, initiation direction, lifetime, purpose and logging; compilation SHALL preserve mandatory policy precedence and enforce approved session-revocation behavior.",Security-edge operations,Architecture/design review and separately governed service/adoption/qualification authority,MANUAL_GOVERNANCE_OR_EXTERNAL_AUTHORITATIVE_RECORD_REQUIRED,"Scope-specific current architecture/engineering/authority record addressing the exact assertion, with named owner and protected evidence — specifically: Complete source obligation; all applicable clauses must be satisfied: Flow Intentions SHALL resolve explicit identities, service/profile version, initiation direction, lifetime, purpose and logging; compilation SHALL preserve mandatory policy precedence and enforce approved session-revocation behavior.",docs/current/RAD-adoption.md; docs/current/TAD-infrastructure.md; docs/assurance/verification-families.md,Review the actual versioned record and its individual assertions; corroborate implementation-specific obligations with the applicable native tests.,CT-007; CT-020; CT-066; CT-077,"NATIVE_NOT_RUN; related local fixtures/engine checks are narrower evidence, not satisfaction","No controller or document generator can issue organizational approval, assess all adopted controls or complete absent site-specific evidence.","PROPOSED_ALLOCATION; actual applicability, named authority and evidence assignment pending",RA §20; RA §23,Not selected; explicit scope rationale and authority required before any N/A disposition
FLOW-001.A02,FLOW-001,"Flow Intentions SHALL resolve explicit identities, service/profile version, initiation direction, lifetime, purpose and logging; compilation SHALL preserve mandatory policy precedence and enforce approved session-revocation behavior.","Flow Intentions SHALL resolve explicit identities, service/profile version, initiation direction, lifetime, purpose and logging",Security-edge operations,Architecture/design review and separately governed service/adoption/qualification authority,MANUAL_GOVERNANCE_OR_EXTERNAL_AUTHORITATIVE_RECORD_REQUIRED,"Scope-specific current architecture/engineering/authority record addressing the exact assertion, with named owner and protected evidence — specifically: Flow Intentions SHALL resolve explicit identities, service/profile version, initiation direction, lifetime, purpose and logging",docs/current/RAD-adoption.md; docs/current/TAD-infrastructure.md; docs/assurance/verification-families.md,Review the actual versioned record and its individual assertions; corroborate implementation-specific obligations with the applicable native tests.,CT-007; CT-020; CT-066; CT-077,"NATIVE_NOT_RUN; related local fixtures/engine checks are narrower evidence, not satisfaction","No controller or document generator can issue organizational approval, assess all adopted controls or complete absent site-specific evidence.","PROPOSED_ALLOCATION; actual applicability, named authority and evidence assignment pending",RA §20; RA §23,Not selected; explicit scope rationale and authority required before any N/A disposition
FLOW-001.A03,FLOW-001,"Flow Intentions SHALL resolve explicit identities, service/profile version, initiation direction, lifetime, purpose and logging; compilation SHALL preserve mandatory policy precedence and enforce approved session-revocation behavior.",compilation SHALL preserve mandatory policy precedence and enforce approved session-revocation behavior.,Security-edge operations,Architecture/design review and separately governed service/adoption/qualification authority,MANUAL_GOVERNANCE_OR_EXTERNAL_AUTHORITATIVE_RECORD_REQUIRED,"Scope-specific current architecture/engineering/authority record addressing the exact assertion, with named owner and protected evidence — specifically: compilation SHALL preserve mandatory policy precedence and enforce approved session-revocation behavior.",docs/current/RAD-adoption.md; docs/current/TAD-infrastructure.md; docs/assurance/verification-families.md,Review the actual versioned record and its individual assertions; corroborate implementation-specific obligations with the applicable native tests.,CT-007; CT-020; CT-066; CT-077,"NATIVE_NOT_RUN; related local fixtures/engine checks are narrower evidence, not satisfaction","No controller or document generator can issue organizational approval, assess all adopted controls or complete absent site-specific evidence.","PROPOSED_ALLOCATION; actual applicability, named authority and evidence assignment pending",RA §20; RA §23,Not selected; explicit scope rationale and authority required before any N/A disposition
AUTO-001.A01,AUTO-001,"If security admission, IPAM, route authority, or mandatory policy validation is unavailable, new provisioning SHALL stop rather than inventing or bypassing required state.","Complete source obligation; all applicable clauses must be satisfied: If security admission, IPAM, route authority, or mandatory policy validation is unavailable, new provisioning SHALL stop rather than inventing or bypassing required state.",Automation platform,"Scoped execution runner, authoritative source/state, native resource writer and change/evidence system",CANDIDATE_PARTIAL_TOOLING_AND_EXTERNAL_EXECUTION_GOVERNANCE,"Immutable reviewed artifact/input/state/approval records, scoped credentials and actual authoritative native writer/fencing mechanism — specifically: Complete source obligation; all applicable clauses must be satisfied: If security admission, IPAM, route authority, or mandatory policy validation is unavailable, new provisioning SHALL stop rather than inventing or bypassing required state.",terraform/roots; tools/verify_terraform.py; tools/recovery_review.py; docs/INTERRUPTED_CHANGE_RECOVERY.md,Review exact source and current state; execute accepted operation/uncertainty/containment tests without treating a local status as authority.,CT-011; CT-029; CT-045,"NATIVE_NOT_RUN; related local fixtures/engine checks are narrower evidence, not satisfaction","Tool helpers do not supply authentic approvals, actual fencing, whole-platform admission, signed artifact custody or authorized apply.","PROPOSED_ALLOCATION; actual applicability, named authority and evidence assignment pending",RA §23; RA §24,Not selected; explicit scope rationale and authority required before any N/A disposition
